@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
f,a,j,g,f,e,g,i,c,f,e,a,g,i,g,b,e,h,b,a,f,j,c,a,e,i,j,c,f,h,a,e,e,d,f,j,c,e,e,b,j,a,a,e,e,f,b,i,d,i,c5
d,b,c,d,h,d,g,i,e,i,f,h,f,d,b,a,g,e,d,g,g,d,f,f,i,e,f,g,g,b,d,i,e,f,d,e,j,j,a,g,b,a,d,g,f,g,i,c,c,d,c4
j,h,c,f,h,h,i,c,a,f,g,g,a,f,e,i,f,i,e,b,f,f,i,c,f,b,e,e,b,f,a,b,b,d,b,e,h,c,d,d,b,e,f,c,a,g,d,c,b,a,c1
a,h,e,j,h,e,i,c,a,b,g,e,a,f,e,i,e,h,g,b,i,e,g,c,f,h,e,e,e,a,h,h,f,g,g,e,g,g,c,j,a,g,g,e,c,i,j,j,e,j,c1
h,j,d,i,h,d,c,c,a,f,g,i,a,b,e,i,g,e,f,b,g,a,j,c,e,b,g,e,f,f,j,d,d,f,c,e,f,c,d,d,j,i,g,j,h,a,b,f,b,c,c1
f,c,i,d,b,b,i,i,f,j,c,a,g,d,c,e,e,c,a,e,d,h,f,d,j,b,j,c,f,h,g,g,g,d,g,b,a,e,e,d,f,h,b,f,h,c,c,i,j,b,c5
i,f,c,j,a,g,j,h,b,i,e,f,b,f,g,c,e,i,a,d,c,g,d,i,f,i,f,d,c,a,b,f,b,j,a,i,f,b,c,b,i,a,f,g,b,a,b,e,i,j,c2
g,f,h,i,h,d,g,d,c,g,i,c,f,d,g,b,f,h,i,g,g,g,c,g,b,b,a,i,j,c,h,a,j,f,i,e,c,j,b,b,b,a,d,g,j,i,f,c,c,h,c4
i,j,h,f,f,g,b,c,c,i,g,f,b,c,a,g,g,d,b,h,b,g,g,a,f,c,f,e,e,j,c,f,b,g,c,c,i,f,c,i,f,g,c,d,f,i,a,a,i,c,c2
f,b,g,h,e,j,d,i,g,h,c,a,g,e,f,d,e,j,a,a,f,f,j,h,j,j,j,f,f,b,c,g,a,d,f,e,e,e,e,c,h,a,h,c,e,h,f,i,a,c,c5
f,a,j,e,h,b,f,i,a,i,j,a,g,h,i,f,e,c,d,e,d,g,b,j,f,c,j,j,f,h,h,f,i,d,a,d,a,e,e,c,f,i,i,g,a,b,d,i,c,a,c5
e,e,c,a,h,d,b,c,a,b,g,b,a,h,e,i,g,i,e,b,g,g,i,c,h,d,g,e,h,a,h,f,d,d,h,e,j,j,j,a,c,f,i,d,i,e,j,c,i,a,c1
i,i,g,f,a,e,d,f,h,i,d,f,b,g,f,a,b,j,f,e,j,g,d,i,f,b,f,g,b,d,c,f,b,e,g,c,c,a,c,d,a,i,h,e,b,b,c,h,i,a,c2
f,f,j,c,c,d,a,i,h,d,i,a,g,g,i,e,e,h,a,d,d,i,i,e,d,i,j,g,f,i,e,h,b,d,b,f,d,e,e,g,h,f,h,f,g,j,f,i,g,g,c5
i,g,a,j,e,c,b,d,h,i,e,f,b,j,e,g,b,c,a,e,c,g,a,f,f,g,f,b,h,i,c,f,b,i,a,a,g,a,c,i,f,a,d,d,h,g,j,d,i,b,c2
i,c,i,b,g,d,a,c,g,c,h,g,f,d,h,b,h,b,f,d,g,j,f,f,d,b,i,j,b,a,c,f,i,e,b,e,c,j,j,f,b,a,d,a,a,c,d,c,c,i,c4
b,a,f,h,j,d,f,c,d,g,f,e,f,d,d,g,g,c,i,j,g,f,j,g,g,d,b,i,f,a,j,e,i,a,b,e,a,j,a,d,b,a,d,c,c,a,b,c,c,h,c4
j,h,b,i,f,d,a,h,j,f,i,a,f,d,i,j,f,h,i,b,g,c,g,j,f,g,j,g,c,e,c,g,a,b,d,e,i,j,f,b,b,a,d,e,d,a,g,c,c,d,c4
e,i,f,e,b,d,e,a,i,j,h,i,f,d,h,f,b,d,j,d,g,h,b,b,a,a,e,c,i,j,c,b,j,g,d,e,c,j,c,b,b,a,d,d,c,e,c,c,c,f,c4
i,c,j,i,j,d,a,a,c,a,h,a,f,d,a,c,a,g,i,j,g,j,h,a,e,j,d,f,f,e,i,f,h,b,a,e,g,j,h,h,b,a,d,d,b,h,j,c,c,e,c4
j,e,d,j,c,d,g,e,c,j,c,i,f,d,d,j,b,j,b,b,g,e,d,d,b,h,c,g,a,d,i,i,c,i,h,e,b,j,f,h,b,a,d,h,e,a,e,c,c,i,c4
f,b,a,c,f,d,j,b,e,c,g,j,a,g,i,j,i,b,a,f,f,f,c,c,a,h,h,e,h,d,c,h,e,i,h,c,d,a,b,c,e,b,e,g,c,b,j,g,a,a,c3
b,a,d,i,f,d,b,j,g,c,f,h,f,d,g,h,a,g,h,g,g,j,f,h,f,i,g,a,i,j,d,a,d,i,i,e,j,j,j,h,b,a,d,d,h,e,f,c,c,f,c4
b,a,e,e,g,d,c,i,a,h,h,e,f,d,i,e,h,c,e,e,g,j,e,d,f,d,h,j,c,h,g,d,d,e,f,e,i,j,d,c,b,a,d,c,i,g,a,c,c,g,c4
f,e,a,e,h,d,i,c,a,i,g,c,a,c,e,i,c,j,h,b,d,a,i,c,f,j,i,e,a,i,c,d,g,i,f,e,i,e,e,b,i,i,h,c,b,h,d,b,b,d,c1
e,i,a,b,f,d,i,e,j,h,h,d,f,d,j,d,j,i,a,j,g,f,i,d,i,d,d,c,j,i,g,c,j,i,d,e,h,j,e,c,b,a,d,b,i,d,a,c,c,h,c4
d,h,b,c,f,i,j,c,d,c,e,i,c,h,d,j,e,f,d,i,f,g,d,b,i,i,a,g,e,d,h,h,j,i,f,e,j,a,b,c,d,d,g,b,e,g,f,g,d,a,c3
b,i,j,c,h,a,c,c,a,g,g,f,a,d,e,i,j,h,j,b,a,b,c,c,j,h,e,e,i,h,i,c,c,g,c,e,h,d,c,i,h,j,f,c,d,j,b,g,c,d,c1
e,f,b,e,g,d,e,h,e,b,c,d,f,d,a,h,a,h,e,g,g,i,g,d,e,g,c,f,f,e,h,g,h,e,c,e,g,j,a,e,b,a,d,j,h,d,f,c,c,d,c4
i,d,c,j,g,b,d,g,c,i,a,f,b,c,e,a,c,e,a,c,b,g,e,e,f,f,f,g,f,a,i,f,b,d,b,j,i,f,c,h,a,a,b,c,j,c,h,i,i,d,c2
i,c,b,c,a,j,b,j,i,i,e,f,b,g,e,c,g,c,a,j,c,g,g,a,f,i,f,e,f,c,i,f,b,i,f,f,f,j,c,f,h,f,g,e,g,h,d,d,i,b,c2
e,f,g,c,f,j,c,j,c,e,i,b,f,h,d,j,g,b,d,a,f,f,j,h,f,c,i,i,b,d,a,h,c,i,j,g,i,a,b,c,c,g,i,d,b,e,h,g,a,e,c3
i,i,d,i,d,f,a,b,h,i,j,f,b,i,c,g,e,i,f,i,e,g,b,h,f,f,f,c,h,h,d,f,b,i,h,c,g,c,c,i,e,f,c,c,e,i,b,g,i,e,c2
e,h,g,c,a,d,a,g,i,f,e,h,f,d,j,f,d,f,i,i,g,f,a,d,c,d,g,h,f,j,b,a,e,j,g,e,h,j,c,a,b,a,d,c,h,j,c,c,c,i,c4
j,c,c,j,h,e,a,c,a,j,g,j,a,c,e,i,a,c,h,b,e,b,b,c,c,f,g,e,c,h,j,j,i,e,e,e,a,j,j,b,a,d,j,e,f,h,j,g,g,d,c1
f,d,c,a,i,c,b,i,d,b,b,a,g,f,j,e,e,f,c,c,c,a,a,a,d,h,j,f,f,e,a,g,c,d,f,f,e,e,e,a,a,g,b,g,e,g,d,i,i,c,c5
f,d,c,a,a,d,a,c,f,a,c,c,f,d,j,a,d,e,j,e,g,i,i,f,i,g,g,i,c,a,e,i,j,f,d,e,d,j,j,j,b,a,d,f,c,b,g,c,c,g,c4
g,f,d,c,a,d,g,f,j,i,e,j,f,d,e,g,b,d,e,g,g,d,d,h,j,f,i,g,a,i,c,i,j,b,b,e,e,j,f,e,b,a,d,d,j,c,g,c,c,f,c4
i,f,f,e,j,c,e,f,d,i,h,f,b,c,e,j,i,a,h,j,h,g,b,i,f,e,f,c,e,h,j,f,b,h,h,g,d,f,c,f,f,f,f,e,g,f,e,b,i,h,c2
f,f,i,b,j,h,f,i,e,h,f,a,g,f,j,d,e,d,a,e,i,a,f,f,c,f,j,e,f,d,e,i,h,d,j,h,f,e,e,d,c,b,d,g,a,j,c,i,e,g,c5
f,f,f,f,d,h,c,i,d,a,e,a,g,e,g,c,e,e,h,d,h,i,d,f,j,e,j,h,f,h,h,c,h,d,h,a,f,e,e,f,j,c,d,c,a,d,j,i,h,h,c5
f,a,h,i,j,c,e,i,g,h,g,a,g,j,i,a,e,i,i,e,b,c,h,c,g,g,j,a,f,a,e,d,h,d,g,d,h,e,e,g,j,b,g,h,i,e,b,i,e,j,c5
j,j,e,j,h,h,h,c,a,i,g,d,a,h,e,i,d,j,d,b,b,j,g,c,d,d,g,e,i,h,i,d,e,d,b,e,d,h,e,b,i,h,i,i,d,e,f,e,c,f,c1
f,c,f,f,e,g,h,i,j,d,i,a,g,a,c,g,e,a,g,j,h,i,b,g,d,g,j,e,f,h,j,f,f,d,c,b,a,e,e,i,e,f,f,e,i,d,d,i,a,c,c5
b,f,a,c,f,j,b,c,i,i,f,c,h,g,b,j,e,i,f,f,f,g,c,j,e,h,f,h,h,d,f,h,c,i,h,a,b,a,b,c,h,h,d,c,b,g,c,g,e,b,c3
f,e,c,b,h,a,b,i,e,c,b,a,g,j,b,b,e,d,a,i,f,d,d,b,f,d,j,i,f,g,j,c,h,d,j,d,g,e,e,b,e,f,g,d,c,j,j,i,i,e,c5
h,a,a,b,h,j,g,c,a,j,g,i,a,f,e,i,a,e,h,b,f,e,d,c,g,d,a,e,a,b,c,h,c,a,j,e,e,i,h,h,e,i,e,g,j,j,j,c,g,a,c1
f,a,d,d,i,f,a,i,a,g,j,a,g,a,f,g,e,j,a,b,f,c,d,f,b,c,j,h,f,j,i,b,d,d,h,a,b,e,e,h,e,h,f,b,h,j,a,i,c,e,c5
f,f,c,i,h,e,h,i,d,f,c,a,g,j,j,d,e,e,g,j,f,c,f,d,h,e,j,i,f,b,c,g,e,d,j,c,b,e,e,e,e,h,a,g,c,f,j,i,d,c,c5
f,f,d,i,d,c,f,i,j,f,c,a,g,f,a,c,e,i,e,i,g,j,g,g,b,d,j,c,f,b,j,f,h,d,h,d,j,e,e,i,e,a,c,h,g,g,d,i,b,h,c5
f,d,e,f,f,c,j,i,h,c,d,a,g,i,c,g,e,d,a,e,d,b,g,h,b,g,j,h,f,e,b,b,i,d,j,d,e,e,e,j,i,g,b,d,j,f,c,i,h,f,c5
i,i,g,b,a,c,b,b,c,i,f,f,b,a,a,c,h,a,e,d,c,g,h,e,f,i,f,g,c,h,e,f,b,a,d,e,b,g,c,d,i,a,j,d,a,a,f,g,i,a,c2
i,b,j,c,j,e,b,i,b,i,g,f,b,c,j,a,i,h,e,g,e,g,a,i,f,i,f,e,a,d,h,f,b,b,e,e,j,a,c,g,a,g,e,a,a,i,b,b,i,i,c2
e,i,d,h,h,e,d,c,a,d,g,h,a,d,e,i,c,g,b,b,a,b,c,c,e,j,f,e,c,i,h,c,d,b,e,e,b,j,h,a,c,h,c,g,i,d,i,b,b,h,c1
i,c,e,h,b,c,c,e,a,i,b,f,b,a,i,g,b,g,b,b,f,g,e,d,f,g,f,j,c,d,i,f,b,d,d,f,j,j,c,b,h,i,h,c,f,b,a,e,i,g,c2
a,j,f,f,h,f,i,c,a,e,g,d,a,d,e,i,c,d,a,b,b,j,a,c,d,e,h,e,i,j,d,b,a,b,i,e,j,a,e,b,d,i,j,i,b,d,d,e,e,e,c1
i,b,j,b,d,a,j,b,g,i,i,f,b,b,c,j,f,i,j,d,e,g,c,e,f,j,f,i,e,c,h,f,b,g,c,e,e,h,c,c,e,b,c,c,f,b,a,i,i,e,c2
a,c,g,c,f,a,b,a,b,b,a,f,b,e,c,j,h,b,i,g,f,e,e,j,b,g,g,j,e,d,d,h,j,i,j,i,d,a,b,c,d,e,g,a,f,e,j,g,h,g,c3
b,e,i,d,c,d,h,e,i,f,d,i,f,d,e,b,h,j,d,e,g,j,h,c,a,b,a,j,h,i,c,j,f,e,h,e,c,j,h,h,b,a,d,b,h,b,f,c,c,d,c4
c,j,b,g,a,d,c,b,g,a,e,a,f,d,j,b,d,e,h,a,g,a,e,c,e,j,a,h,i,d,j,i,e,d,e,e,i,j,j,a,b,a,d,h,i,c,b,c,c,i,c4
i,j,a,e,d,f,g,i,e,i,j,f,b,e,j,c,d,i,e,e,g,g,f,b,f,a,f,j,h,g,a,f,b,f,g,f,c,b,c,d,f,f,d,b,j,a,b,c,i,i,c2
i,b,d,b,d,h,d,h,d,i,b,f,b,c,b,f,i,f,f,c,a,g,i,g,f,a,f,a,f,a,j,f,b,b,j,i,f,f,c,i,d,c,b,i,c,j,h,e,i,b,c2
h,b,j,i,a,d,e,c,i,d,d,i,f,d,d,d,g,h,g,i,g,c,a,b,i,a,h,j,b,j,i,c,b,c,i,e,g,j,h,j,b,a,d,j,d,e,h,c,c,f,c4
f,j,j,h,h,h,i,i,i,e,d,a,g,b,e,g,e,j,c,g,i,a,a,d,h,b,j,f,f,d,h,b,i,d,g,i,h,e,e,j,c,j,a,e,b,i,h,i,c,i,c5
a,a,d,c,f,i,f,g,b,h,a,j,g,c,g,j,e,b,a,b,f,j,i,h,d,j,a,c,f,d,j,h,i,i,f,a,e,a,b,c,b,h,f,a,b,i,i,g,e,e,c3
d,f,a,c,h,j,j,c,a,a,g,a,a,e,e,i,a,a,e,b,h,b,f,c,d,c,i,e,b,g,g,i,i,e,f,e,d,d,g,e,h,e,d,i,i,f,j,a,h,i,c1
a,j,c,d,h,g,h,c,a,j,g,c,a,c,e,i,f,g,g,b,h,h,d,c,f,j,c,e,a,j,b,d,c,d,a,e,f,d,d,c,b,b,e,j,b,d,b,j,a,e,c1
f,d,f,b,a,g,j,i,i,g,f,a,g,h,e,g,e,i,b,h,e,c,g,f,j,h,j,c,f,h,g,i,f,d,f,f,c,e,e,g,c,g,b,j,a,a,d,i,b,c,c5
a,j,a,j,g,d,a,j,g,e,g,b,f,d,g,d,c,b,d,h,g,j,i,e,h,i,d,g,e,d,b,e,e,f,f,e,h,j,h,e,b,a,d,i,b,i,d,c,c,e,c4
i,j,a,f,h,d,d,c,a,g,g,j,a,c,e,i,a,d,g,b,c,i,f,c,j,e,d,e,g,c,j,a,a,d,g,e,f,h,c,j,d,b,f,h,h,b,a,i,i,b,c1
f,c,d,j,d,a,c,i,h,h,d,a,g,a,g,h,e,e,f,a,j,j,e,f,b,b,j,i,f,e,h,i,j,d,i,g,a,e,e,a,d,j,e,e,g,a,b,i,h,e,c5
a,e,j,d,j,d,d,c,d,a,a,g,f,d,d,j,b,f,e,g,g,f,d,j,g,j,c,g,j,h,g,f,j,a,i,e,g,j,d,a,b,a,d,j,h,h,h,c,c,g,c4
f,b,j,c,f,d,e,d,a,i,i,i,f,e,e,j,i,d,i,h,f,f,a,b,h,j,f,j,i,d,j,h,j,i,e,b,g,a,b,c,g,d,a,j,b,h,d,g,f,i,c3
b,e,j,c,f,b,i,a,e,a,h,f,b,j,i,j,h,c,f,e,f,d,i,i,c,j,j,c,d,d,h,h,j,i,i,c,i,a,b,c,d,c,g,d,b,e,i,g,e,c,c3
c,f,b,c,f,e,i,a,d,c,f,j,b,j,e,j,c,e,b,d,f,b,b,a,a,j,f,d,e,d,d,h,g,i,h,j,c,a,b,c,h,b,j,c,a,b,j,g,h,i,c3
i,g,a,g,i,b,h,g,e,i,b,f,b,j,h,c,g,b,i,a,c,g,f,a,f,e,f,i,f,h,h,f,b,a,f,e,i,c,c,i,e,b,g,f,d,h,d,a,i,f,c2
f,i,e,d,i,h,j,i,b,h,f,a,g,d,i,j,e,e,c,h,f,a,a,i,b,f,j,f,f,g,i,c,b,d,d,h,j,e,e,c,j,j,i,i,b,a,b,i,j,d,c5
g,i,a,b,h,c,b,c,a,g,g,c,a,f,e,i,j,c,g,b,g,j,e,c,f,f,g,e,i,g,g,b,f,b,h,e,d,c,g,b,c,i,b,d,j,d,a,d,a,i,c1
e,d,e,j,h,d,g,a,j,a,a,g,f,d,d,g,j,f,j,e,g,h,a,a,f,j,b,d,f,j,e,g,b,c,e,e,e,j,e,a,b,a,d,h,c,g,a,c,c,i,c4
f,g,g,d,h,f,d,c,a,b,g,h,a,j,e,i,d,a,j,b,e,h,d,c,i,f,d,e,e,c,g,g,h,f,d,e,f,j,j,a,h,h,i,b,c,j,a,i,b,i,c1
i,d,e,i,i,c,b,i,g,i,h,f,b,i,d,e,i,f,h,a,f,g,j,h,f,d,f,g,c,g,b,f,b,c,j,f,j,b,c,b,a,i,a,b,f,g,b,h,i,b,c2
f,h,a,b,d,c,c,i,c,f,a,a,g,d,h,j,e,a,f,b,j,b,i,d,j,e,j,c,f,h,j,b,e,d,i,f,g,e,e,e,i,b,c,f,f,f,b,i,f,j,c5
d,i,c,j,h,c,g,c,a,a,g,e,a,i,e,i,a,e,b,b,b,h,a,c,h,a,e,e,d,a,f,b,j,b,e,e,c,d,h,c,j,g,i,j,d,h,f,a,g,g,c1
f,a,b,c,a,d,c,h,i,g,b,g,f,d,c,b,i,a,b,h,g,i,f,e,e,a,g,j,d,b,f,j,c,i,f,e,h,j,e,d,b,a,d,c,e,d,d,c,c,h,c4
a,g,j,c,f,a,b,b,c,j,j,e,d,d,b,j,e,c,i,i,f,a,e,j,f,b,j,d,h,d,g,h,c,i,j,b,b,a,b,c,b,b,a,f,e,g,c,g,a,b,c3
g,h,c,c,h,f,i,c,a,g,g,c,a,e,e,i,f,d,h,b,f,a,e,c,j,d,d,e,e,c,h,d,j,j,f,e,e,b,j,h,i,a,b,e,f,a,f,e,d,j,c1
f,g,h,i,g,h,b,i,f,i,b,a,g,b,f,d,e,h,c,c,b,j,j,h,g,g,j,j,f,j,b,f,b,d,j,e,h,e,e,a,c,i,i,f,b,a,f,i,f,c,c5
f,f,a,d,h,d,h,c,a,c,g,d,a,h,e,i,e,d,h,b,f,i,j,c,d,c,e,e,a,i,h,d,j,i,h,e,c,b,f,e,b,b,j,f,f,j,g,j,c,a,c1
i,f,b,e,h,b,h,c,a,a,g,c,a,f,e,i,c,e,c,b,i,a,e,c,f,g,f,e,j,h,f,g,f,f,e,e,d,g,b,a,g,g,a,f,d,c,c,e,j,b,c1
h,a,j,f,j,d,f,c,f,b,j,i,f,d,j,f,i,b,a,d,g,b,f,g,j,g,f,a,f,f,c,f,c,j,a,e,j,j,f,f,b,a,d,j,a,b,a,c,c,h,c4
e,f,b,h,b,d,b,f,d,b,j,e,f,d,h,d,j,g,j,f,g,h,f,g,g,a,i,b,d,c,d,i,j,c,a,e,f,j,j,i,b,a,d,h,f,h,a,c,c,e,c4
i,a,b,h,c,f,g,e,a,i,j,f,b,e,d,g,c,i,c,a,d,g,f,h,f,a,f,j,j,h,h,f,b,d,c,j,b,a,c,f,e,a,a,j,e,a,j,d,i,j,c2
i,e,i,b,d,c,d,c,h,i,e,f,b,i,g,b,c,c,c,f,d,g,h,f,f,e,f,a,b,h,b,f,b,g,a,d,i,a,c,a,h,e,h,g,e,b,f,c,i,c,c2
c,i,d,e,h,h,d,c,a,b,g,d,a,a,e,i,a,i,a,b,e,h,g,c,j,a,j,e,h,e,e,f,i,c,j,e,d,i,d,b,c,j,d,h,d,j,a,d,d,f,c1
h,a,d,h,i,d,e,h,f,e,e,c,f,d,b,g,f,a,c,e,g,j,g,j,a,g,d,b,i,b,g,g,c,i,b,e,d,j,d,h,b,a,d,a,h,b,b,c,c,g,c4
f,i,i,h,b,d,a,i,b,i,d,a,g,b,f,h,e,d,a,h,e,f,c,f,h,b,j,d,f,j,g,j,i,d,f,j,b,e,e,c,j,d,d,a,h,i,i,i,g,e,c5
c,h,d,c,f,g,d,b,g,i,d,d,j,d,e,j,f,f,c,e,f,a,e,c,h,c,g,e,b,d,j,h,f,i,f,e,h,a,b,c,g,h,g,a,i,b,h,g,j,d,c3
i,b,e,h,h,a,c,c,a,i,g,b,a,a,e,i,i,b,j,b,b,g,e,c,i,e,b,e,j,d,h,g,i,a,g,e,b,h,e,h,j,a,f,j,c,a,b,i,e,g,c1
c,g,h,c,f,f,b,e,h,e,e,f,f,h,b,j,g,e,h,a,f,a,f,h,b,f,c,b,g,d,j,h,d,i,f,f,a,a,b,c,f,i,j,a,g,h,i,g,c,j,c3
d,b,g,c,f,e,d,g,i,h,c,h,b,a,f,j,i,g,b,f,f,c,f,g,a,i,j,a,d,d,j,h,i,i,c,i,a,a,b,c,e,j,h,b,h,b,h,g,e,c,c3
f,c,e,d,b,c,i,i,d,d,d,a,g,c,b,j,e,c,c,a,j,b,i,f,b,f,j,d,f,i,g,b,a,d,d,c,j,e,e,j,b,h,f,h,g,e,j,i,j,a,c5
f,a,e,c,f,h,g,e,e,j,i,e,d,g,g,j,h,a,h,g,f,f,d,c,j,a,a,i,b,d,e,h,f,i,b,j,e,a,b,c,g,d,f,b,c,j,g,g,j,c,c3
e,e,e,c,f,b,d,c,j,d,c,e,f,f,d,j,a,c,h,a,f,j,g,e,f,i,f,j,g,d,c,h,c,i,b,i,a,a,b,c,j,e,h,a,g,c,j,g,a,h,c3
i,e,i,g,e,g,a,f,f,i,f,f,b,h,a,i,b,c,e,j,c,g,a,e,f,j,f,g,b,g,g,f,b,d,h,a,e,g,c,f,c,f,f,a,b,c,e,f,i,g,c2
f,f,i,i,d,a,h,i,b,e,i,a,g,c,e,a,e,e,h,j,g,b,e,e,g,i,j,f,f,i,e,e,d,d,i,h,g,e,e,b,e,a,j,f,j,f,c,i,f,g,c5
f,c,a,a,h,b,i,c,a,i,g,j,a,f,e,i,a,c,c,b,g,a,f,c,a,f,i,e,e,d,f,e,b,g,d,e,f,i,j,e,g,b,c,a,c,e,c,d,h,e,c1
c,i,i,c,h,c,d,c,a,j,g,h,a,e,e,i,f,g,h,b,g,j,f,c,i,c,f,e,b,j,j,c,e,i,a,e,b,b,b,d,e,c,d,g,j,c,f,f,j,b,c1
g,b,e,c,f,e,i,e,c,c,c,e,f,e,e,j,d,d,d,h,f,f,h,i,e,h,h,i,f,d,b,h,c,i,c,j,c,a,b,c,g,h,f,c,b,g,i,g,c,i,c3
i,h,e,a,d,f,g,b,j,i,e,f,b,g,h,g,e,b,d,j,c,g,f,i,f,j,f,f,c,a,c,f,b,i,h,d,d,c,c,h,c,e,b,a,b,e,i,b,i,h,c2
i,g,d,e,j,b,f,e,h,i,f,f,b,e,g,f,i,h,c,f,h,g,j,g,f,g,f,j,h,h,h,f,b,i,j,d,i,i,c,e,f,h,j,e,f,j,e,d,i,g,c2
i,c,j,c,c,c,b,f,c,i,c,f,b,a,g,a,c,f,j,c,c,g,e,j,f,c,f,h,j,a,b,f,b,i,h,b,f,a,c,a,c,a,c,a,g,a,j,j,i,a,c2
a,b,i,c,f,e,h,a,a,h,f,f,f,g,i,j,c,i,i,e,f,d,g,i,c,h,i,g,b,d,e,h,i,i,j,i,c,a,b,c,j,d,h,b,h,j,a,g,g,f,c3
e,h,c,c,f,c,g,i,c,e,d,e,d,d,a,j,b,e,b,e,f,c,j,e,i,e,c,g,e,d,g,h,d,i,j,f,j,a,b,c,a,c,b,i,j,j,i,g,g,e,c3
b,b,i,i,g,d,c,e,a,b,a,d,f,d,h,c,h,h,e,c,g,j,e,c,i,i,b,g,d,h,c,c,g,e,j,e,a,j,c,h,b,a,d,e,c,a,b,c,c,i,c4
f,j,c,e,i,e,g,i,g,a,g,a,g,e,b,j,e,c,h,b,a,a,c,i,d,a,j,e,f,e,i,i,f,d,g,b,a,e,e,h,a,h,g,g,c,j,g,i,i,a,c5
j,a,f,i,h,f,g,c,a,d,g,f,a,j,e,i,c,d,j,b,j,e,f,c,g,a,b,e,j,f,g,h,a,a,f,e,d,g,e,d,h,e,h,j,d,e,i,i,g,i,c1
c,h,d,c,f,d,i,e,a,d,f,b,i,a,h,j,b,j,j,e,f,c,e,i,j,a,a,a,e,d,a,h,i,i,g,f,b,a,b,c,a,d,g,c,b,g,g,g,h,d,c3
f,a,g,b,a,g,h,i,j,h,i,a,g,f,g,d,e,b,i,e,a,h,i,b,i,i,j,f,f,j,g,g,h,d,a,h,d,e,e,j,f,a,g,i,b,h,b,i,h,i,c5
g,h,i,b,b,d,e,j,d,a,f,h,f,d,f,a,c,i,e,e,g,c,e,g,d,b,a,d,e,a,d,g,g,e,j,e,c,j,f,i,b,a,d,i,g,b,b,c,c,d,c4
a,i,c,d,c,d,h,j,f,e,i,d,f,d,f,a,i,j,b,a,g,j,j,f,i,i,h,f,j,j,g,h,a,b,i,e,b,j,d,c,b,a,d,a,e,e,a,c,c,h,c4
i,f,d,f,h,b,g,h,a,i,a,f,b,j,b,i,a,i,d,g,j,g,a,i,f,a,f,b,i,j,j,f,b,e,a,j,g,d,c,j,j,e,d,i,h,e,e,c,i,h,c2
